UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,Mmcode,VehicleType,RegistrationYear,Make,Model,Cylinders,Cubiccapacity,Kilowatts,Bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims
53,4073,2015-02-14 08:18:35,True,Other,Sole Proprietor,Dr,English,FNB,Savings,Single,Male,South Africa,Eastern Cape,6008,Zone B,Sub Zone 1,Vehicle,61052,Light Commercial,2000,Ford,Corolla,4,1350,91,SUV,3,2006-05-07 06:55:48,477466.1707613246,False,True,181527.8586619088,False,False,False,False,False,3,378406.7294532457,Monthly,2097.8883641257244,22.688567054928164,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2485.413052047251,0.0
54,2021,2015-07-02 07:14:41,False,Other,Close Corporation,Mr,Afrikaans,Absa,Savings,Single,Female,South Africa,KwaZulu-Natal,7222,Zone B,Sub Zone 1,Vehicle,61369,Light Commercial,2002,Ford,3 Series,4,1068,50,Sedan,3,2000-12-01 20:43:27,62460.44904144892,False,True,143072.12800996055,True,False,False,False,False,1,253405.73601228977,Monthly,2931.2227212988773,4498.495035154141,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3403.8600282023963,0.0
55,4843,2014-06-22 07:17:30,True,Other,Sole Proprietor,Mr,Afrikaans,Standard Bank,Current,Married,Female,South Africa,Western Cape,5009,Zone A,Sub Zone 1,Vehicle,58817,Light Commercial,2010,Volkswagen,Corolla,6,2186,103,Hatchback,4,2012-11-10 15:07:31,112759.45864933169,False,False,139173.93604485312,True,False,False,False,False,1,190377.5041336172,Monthly,2866.264988493644,742.830599179563,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2615.874177499383,0.0
56,8989,2014-05-18 21:32:11,False,South Africa,Sole Proprietor,Mrs,English,Absa,Savings,Married,Male,South Africa,Western Cape,3735,Zone B,Sub Zone 1,Vehicle,93203,Light Commercial,2001,Volkswagen,Corolla,5,2265,149,Sedan,2,2006-10-09 16:04:25,306649.5917905616,True,True,117276.80441857969,True,False,False,False,False,1,435155.34341773216,Monthly,1077.757561609995,2252.7738065388544,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1273.0109394937926,0.0
57,7873,2014-06-11 04:18:57,True,South Africa,Close Corporation,Dr,English,FNB,Savings,Single,Male,South Africa,KwaZulu-Natal,5491,Zone B,Sub Zone 1,Vehicle,84311,Passenger,2001,Volkswagen,Polo,7,2518,88,Sedan,4,2001-10-29 16:28:40,382025.67741425685,True,False,126597.72283848368,True,False,False,False,False,2,305479.75099145866,Monthly,927.2408705303724,2383.371644243623,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1347.5177038233346,44257.091979652665
58,6675,2015-01-16 15:48:54,True,South Africa,Close Corporation,Mrs,Afrikaans,Absa,Savings,Single,Male,South Africa,KwaZulu-Natal,9593,Zone A,Sub Zone 1,Vehicle,39655,Passenger,2013,Volkswagen,3 Series,4,2406,56,SUV,2,2001-11-27 10:27:29,292050.9873432553,True,False,160741.08480332347,False,False,False,False,False,3,415964.7280048545,Monthly,1901.8482179063644,236.18136844856917,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,778.6843262627162,0.0
59,1161,2014-09-04 12:44:12,False,Other,Close Corporation,Mr,Zulu,Absa,Current,Married,Female,South Africa,Eastern Cape,1974,Zone B,Sub Zone 2,Vehicle,67802,Light Commercial,2013,Volkswagen,Corolla,7,2075,199,Sedan,4,2012-04-04 16:25:54,209778.79827419788,False,True,195846.61665944886,False,False,False,False,False,1,269489.1693069404,Monthly,1966.9432205578753,265.35192719622455,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2558.7124698824364,7375.932472330366
60,5297,2014-03-21 14:23:46,False,Other,Sole Proprietor,Ms,Zulu,Absa,Savings,Married,Male,South Africa,KwaZulu-Natal,1223,Zone B,Sub Zone 2,Vehicle,57632,Light Commercial,2001,Toyota,Corolla,6,1653,170,Hatchback,4,2006-01-18 11:59:30,490089.2537088354,True,True,159065.0708016376,False,False,False,False,False,1,389280.87230544514,Monthly,2155.6251784516257,3812.759047223534,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2055.307044391398,0.0
61,1995,2015-01-07 22:22:59,True,South Africa,Close Corporation,Dr,Afrikaans,Absa,Current,Married,Female,South Africa,Eastern Cape,5613,Zone A,Sub Zone 1,Vehicle,24193,Light Commercial,2004,Volkswagen,Polo,5,1062,94,Hatchback,3,2013-06-09 21:55:25,366733.70830978063,False,False,141507.36632539926,True,False,False,False,False,1,440483.4764022627,Monthly,2353.727314967021,1502.2539502534744,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1119.4150986085012,42936.31403173196
62,8629,2014-09-21 00:31:29,False,Other,Sole Proprietor,Ms,English,Absa,Current,Divorced,Female,South Africa,Western Cape,7777,Zone B,Sub Zone 2,Vehicle,90212,Light Commercial,2012,BMW,Ranger,6,1508,123,Sedan,2,2001-05-21 13:47:33,424125.8784801856,True,False,27108.97672230297,False,False,False,False,False,1,226125.51191149978,Monthly,2002.3932766800106,2048.1408311994205,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1183.0049016482903,0.0
63,2016,2014-04-25 04:07:00,True,South Africa,Close Corporation,Dr,English,Standard Bank,Savings,Divorced,Female,South Africa,Gauteng,9427,Zone A,Sub Zone 1,Vehicle,40776,Passenger,2000,Ford,3 Series,7,1291,169,Sedan,2,2007-07-09 08:09:48,68111.09338469182,False,True,163416.07748833863,True,False,False,False,False,3,56106.306456807164,Monthly,779.3825092991569,2820.562577326199,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,527.0736643015493,36490.975856826684
64,8869,2014-07-29 10:03:11,True,South Africa,Close Corporation,Mrs,Zulu,Standard Bank,Savings,Married,Female,South Africa,Gauteng,5211,Zone B,Sub Zone 1,Vehicle,53225,Passenger,2009,Volkswagen,Ranger,6,2114,121,SUV,2,2003-03-24 05:23:54,156164.04971302266,True,False,147198.8734797406,True,False,False,False,False,3,164716.95470940904,Monthly,2475.39492642362,1866.930522736709,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3435.2581973199385,0.0
65,7439,2015-01-07 16:44:17,True,Other,Sole Proprietor,Mrs,Zulu,Standard Bank,Current,Single,Male,South Africa,Gauteng,1225,Zone A,Sub Zone 2,Vehicle,70010,Passenger,2003,Toyota,Ranger,7,2687,187,SUV,2,2009-12-21 21:57:08,218376.99211621104,True,True,154086.43908024678,True,False,False,False,False,3,461711.768487984,Monthly,698.7929613115649,3875.1871327159697,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2984.0545566227943,0.0
66,8892,2014-06-21 06:50:07,True,Other,Sole Proprietor,Mrs,Afrikaans,FNB,Savings,Married,Female,South Africa,Gauteng,9183,Zone A,Sub Zone 2,Vehicle,92735,Passenger,2013,BMW,Polo,4,2447,191,Hatchback,2,2009-11-02 13:21:14,132170.6291370251,False,False,46219.29564866238,False,False,False,False,False,2,359394.01724853093,Monthly,549.9817155429802,4422.323268095837,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1682.5098515846694,0.0
67,7863,2015-04-14 16:38:29,True,Other,Sole Proprietor,Mrs,Zulu,Absa,Savings,Divorced,Female,South Africa,Western Cape,5277,Zone B,Sub Zone 1,Vehicle,75451,Light Commercial,2009,BMW,Polo,4,2692,95,SUV,3,2012-11-11 07:28:33,82804.67271911624,False,False,180688.73930818556,False,False,False,False,False,1,381748.4223966232,Monthly,2424.1454915296913,298.58942059929115,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3338.269552382275,0.0
68,8916,2015-03-28 08:17:24,False,Other,Sole Proprietor,Mrs,Afrikaans,Standard Bank,Current,Single,Male,South Africa,Gauteng,2341,Zone A,Sub Zone 1,Vehicle,58812,Light Commercial,2004,Ford,3 Series,6,1820,172,Sedan,4,2001-05-05 13:07:21,151291.2490676061,False,False,19456.273669372436,False,False,False,False,False,1,196379.87641943965,Monthly,1870.8935610891895,3177.0169195230437,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2531.3598174632043,0.0
69,9529,2015-08-21 02:51:04,True,South Africa,Sole Proprietor,Ms,Zulu,FNB,Current,Divorced,Female,South Africa,KwaZulu-Natal,5036,Zone A,Sub Zone 2,Vehicle,90602,Light Commercial,2001,BMW,Ranger,4,2388,167,Hatchback,2,2003-03-07 02:04:14,290136.03405666916,True,True,50722.41113838931,False,False,False,False,False,1,365572.8431037478,Monthly,2246.478546466308,1588.300037285742,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2754.3876068834406,0.0
70,1878,2014-06-20 10:21:19,True,South Africa,Sole Proprietor,Mrs,Zulu,Standard Bank,Current,Single,Female,South Africa,KwaZulu-Natal,9401,Zone B,Sub Zone 2,Vehicle,28895,Passenger,2004,BMW,Corolla,7,1149,124,SUV,2,2001-03-16 06:01:21,363085.36176051735,False,False,132604.68766488033,True,False,False,False,False,1,340826.96543424134,Monthly,1456.8683105189966,2916.376392083962,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2539.866499621221,0.0
71,5887,2014-10-09 04:29:10,False,South Africa,Sole Proprietor,Mr,Zulu,Standard Bank,Current,Divorced,Female,South Africa,Gauteng,4727,Zone B,Sub Zone 1,Vehicle,75782,Light Commercial,2009,BMW,Ranger,4,2863,55,Hatchback,4,2001-05-30 14:13:08,398309.41533428646,False,False,134742.89276620303,False,False,False,False,False,4,130268.14856466305,Monthly,527.7312338112312,2419.5365906614925,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2770.546495862872,0.0
72,5859,2015-07-29 20:04:20,True,South Africa,Sole Proprietor,Mr,English,Absa,Savings,Single,Male,South Africa,KwaZulu-Natal,4928,Zone A,Sub Zone 1,Vehicle,31209,Light Commercial,2014,BMW,Polo,5,2294,70,Sedan,3,2012-09-02 06:41:36,69321.26969047268,True,False,62664.91326016497,True,False,False,False,False,3,485910.84984379006,Monthly,1327.5383728275633,1668.3926050614111,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1012.81678440673,0.0
73,7331,2015-05-24 18:19:35,False,South Africa,Close Corporation,Ms,English,FNB,Savings,Single,Female,South Africa,Eastern Cape,3803,Zone B,Sub Zone 1,Vehicle,92336,Passenger,2003,Toyota,Corolla,5,1880,196,SUV,3,2011-03-24 21:00:46,242593.77749566603,True,False,140303.95542236295,True,False,False,False,False,4,209311.517006483,Monthly,2020.3380823078567,474.0782316532122,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2187.193992604394,0.0
74,9571,2015-05-25 13:50:46,False,Other,Sole Proprietor,Dr,English,Absa,Current,Single,Female,South Africa,Western Cape,7558,Zone A,Sub Zone 2,Vehicle,71807,Passenger,2007,Ford,Corolla,6,2604,152,Sedan,3,2000-10-01 07:36:53,104995.2126134153,False,True,77586.10753097442,True,False,False,False,False,4,198179.138228019,Monthly,1064.2576761752744,2797.1995575144883,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3048.1288261653726,0.0
75,9684,2015-05-07 15:14:46,False,South Africa,Sole Proprietor,Mr,Zulu,Absa,Current,Single,Male,South Africa,Gauteng,1393,Zone A,Sub Zone 1,Vehicle,33086,Passenger,2000,Volkswagen,Polo,6,2139,137,Sedan,4,2011-11-12 02:24:10,244040.17390010232,True,False,35.103171584660586,True,False,False,False,False,2,216122.6949035891,Monthly,2219.510834082328,563.9628321339019,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,558.6277519101751,0.0
76,8208,2014-06-11 14:35:45,True,South Africa,Close Corporation,Dr,Afrikaans,Standard Bank,Current,Divorced,Male,South Africa,Gauteng,7839,Zone B,Sub Zone 2,Vehicle,95637,Passenger,2014,BMW,Corolla,6,1703,148,Hatchback,4,2003-10-27 07:52:24,245289.1321041328,False,True,32521.226457476703,True,False,False,False,False,2,91273.8268943462,Monthly,2486.0025247298627,780.6004408834755,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,870.3288601656232,0.0
77,6276,2014-10-27 00:05:29,True,South Africa,Sole Proprietor,Ms,Afrikaans,Absa,Savings,Divorced,Female,South Africa,Western Cape,9795,Zone B,Sub Zone 1,Vehicle,92027,Passenger,2011,Toyota,Ranger,6,1515,111,Hatchback,3,2009-10-05 03:28:39,274195.25902050966,False,False,176523.65504363488,True,False,False,False,False,1,331233.5826919471,Monthly,1635.667495913898,4910.876274654551,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1236.9194289832674,0.0
78,3062,2015-07-01 16:39:29,True,Other,Close Corporation,Dr,Afrikaans,FNB,Current,Single,Female,South Africa,KwaZulu-Natal,1581,Zone A,Sub Zone 2,Vehicle,37207,Light Commercial,2004,Ford,Polo,7,2610,156,Hatchback,3,2011-09-07 03:17:39,451773.7818184577,False,False,44538.80234588376,True,False,False,False,False,4,157380.90968587855,Monthly,2689.3032451729187,1583.5259517353938,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1384.1800901830306,0.0
79,1064,2014-09-14 04:26:20,False,Other,Close Corporation,Dr,Afrikaans,Absa,Savings,Single,Male,South Africa,Western Cape,1132,Zone B,Sub Zone 2,Vehicle,30897,Light Commercial,2013,Volkswagen,3 Series,7,2937,132,SUV,4,2010-01-22 02:01:32,412292.9761808403,True,True,22582.067771775182,False,False,False,False,False,4,411490.7403728814,Monthly,2637.0414114227947,2922.1809481073547,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1048.111599772205,0.0
80,9006,2014-08-15 23:16:16,True,Other,Sole Proprietor,Dr,English,Absa,Current,Divorced,Female,South Africa,Western Cape,3838,Zone B,Sub Zone 2,Vehicle,73083,Passenger,2013,Ford,Polo,5,2833,105,SUV,3,2005-03-01 16:48:10,336524.3803113763,False,True,136440.12118663892,False,False,False,False,False,3,227370.28106027562,Monthly,2695.144881979584,1361.15971009532,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2372.9911697931984,0.0
81,3568,2014-06-17 14:09:00,False,Other,Close Corporation,Dr,English,Absa,Current,Single,Male,South Africa,KwaZulu-Natal,4385,Zone A,Sub Zone 2,Vehicle,76957,Light Commercial,2010,Toyota,3 Series,7,2264,71,Hatchback,2,2010-10-01 18:42:20,448433.29532008886,False,False,88141.28848194722,True,False,False,False,False,4,256351.3170307934,Monthly,2152.5925816420877,4327.547193030734,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1382.0572135812304,0.0
82,6463,2015-06-10 03:08:56,True,South Africa,Sole Proprietor,Ms,Zulu,Standard Bank,Current,Single,Female,South Africa,Western Cape,4770,Zone A,Sub Zone 1,Vehicle,88506,Light Commercial,2011,Toyota,3 Series,4,1029,117,SUV,4,2008-01-06 14:57:53,355310.8774270805,True,False,159318.18727952888,False,False,False,False,False,2,340889.9243520015,Monthly,1261.9724991839498,1416.7009543667525,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,974.2995311407747,42140.02377590081
83,3027,2015-08-16 09:59:13,False,South Africa,Close Corporation,Mr,Zulu,FNB,Savings,Single,Male,South Africa,KwaZulu-Natal,3268,Zone A,Sub Zone 2,Vehicle,17283,Light Commercial,2009,Toyota,Polo,5,2166,59,SUV,3,2005-11-08 18:09:14,418484.73234338383,False,False,172288.98691315763,False,False,False,False,False,4,392842.01027918264,Monthly,1703.12820592893,1834.4257581874447,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3217.478546560401,0.0
84,3695,2015-03-13 22:32:16,True,Other,Close Corporation,Mrs,Afrikaans,Standard Bank,Savings,Married,Female,South Africa,KwaZulu-Natal,1975,Zone A,Sub Zone 2,Vehicle,91481,Light Commercial,2000,BMW,Polo,6,1325,115,Hatchback,2,2001-06-13 07:45:33,303700.23544285697,False,True,169197.7754774463,False,False,False,False,True,2,154001.88718165027,Monthly,2276.276623827728,3041.9378890501653,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2585.1035946419884,0.0
85,6258,2014-02-20 14:45:31,True,Other,Close Corporation,Dr,English,Standard Bank,Savings,Single,Male,South Africa,Western Cape,8605,Zone A,Sub Zone 2,Vehicle,10255,Passenger,2009,Toyota,3 Series,6,2718,57,Sedan,4,2007-12-26 16:59:52,286348.21323390526,False,False,62601.84383937866,False,False,False,False,False,1,484832.44837316574,Monthly,1026.4091331564318,4349.933538222933,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1238.1762397253742,0.0
86,6618,2014-03-06 17:04:04,True,South Africa,Sole Proprietor,Mr,Afrikaans,Standard Bank,Current,Married,Male,South Africa,Eastern Cape,8213,Zone A,Sub Zone 1,Vehicle,86555,Light Commercial,2009,Volkswagen,3 Series,7,1948,172,SUV,4,2009-09-22 03:41:32,375843.75924757315,True,True,101109.18759363283,True,False,False,False,False,2,330044.69568500656,Monthly,2347.108773136316,4081.070772655067,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1582.8608999335154,25246.94955351966
87,7736,2015-03-08 04:30:18,False,South Africa,Sole Proprietor,Mr,Zulu,Standard Bank,Savings,Single,Male,South Africa,KwaZulu-Natal,3835,Zone B,Sub Zone 1,Vehicle,25487,Light Commercial,2003,BMW,Corolla,5,1015,87,SUV,2,2002-12-28 17:04:22,58860.190389087984,False,False,130028.34692939282,False,False,False,False,False,1,52537.38057517441,Monthly,1870.2215427326007,1319.2994277848163,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2722.3566886660956,0.0
88,1391,2014-02-14 15:37:30,False,Other,Close Corporation,Ms,Zulu,Standard Bank,Savings,Divorced,Male,South Africa,Western Cape,3738,Zone A,Sub Zone 1,Vehicle,29346,Light Commercial,2007,Ford,Polo,7,1110,172,Sedan,4,2002-05-12 15:12:15,360669.90723414056,True,True,64396.61745682479,True,True,False,False,False,3,237029.99446559802,Monthly,740.0436007089082,4147.774787477671,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2872.7302207114367,0.0
89,6892,2014-02-15 03:14:06,True,Other,Close Corporation,Mr,Afrikaans,FNB,Current,Married,Male,South Africa,KwaZulu-Natal,5134,Zone B,Sub Zone 1,Vehicle,45050,Passenger,2000,Volkswagen,Polo,7,1871,111,Sedan,3,2004-10-28 01:36:00,470533.1982819641,True,True,8219.863070603627,True,False,False,False,False,1,246568.0192838394,Monthly,1893.215817500418,3505.9765769548158,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1029.3084962606872,2640.7578233494833
90,4561,2015-02-06 10:13:32,True,Other,Sole Proprietor,Ms,Zulu,Absa,Current,Married,Female,South Africa,Eastern Cape,7833,Zone B,Sub Zone 1,Vehicle,18744,Light Commercial,2010,BMW,Corolla,7,1712,187,Sedan,4,2013-09-12 07:20:46,371273.9359220393,False,True,99132.87645938383,False,False,False,False,False,4,414124.2391884786,Monthly,666.9403455312082,4949.14245205508,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3309.7282522211954,33855.276341820965
91,7184,2015-06-26 19:11:28,False,Other,Sole Proprietor,Dr,Afrikaans,Standard Bank,Savings,Single,Female,South Africa,Eastern Cape,9353,Zone A,Sub Zone 1,Vehicle,34756,Passenger,2014,Toyota,Polo,5,1106,94,Hatchback,3,2005-07-26 20:23:40,66557.17593374832,False,False,2563.666693118738,False,False,False,False,False,2,187312.89835422672,Monthly,535.768212616555,4677.238339931257,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2855.815816970037,19352.088992588557
92,4099,2014-06-22 04:48:15,False,South Africa,Close Corporation,Dr,English,Standard Bank,Savings,Single,Male,South Africa,Gauteng,2909,Zone B,Sub Zone 2,Vehicle,71596,Passenger,2001,Ford,Corolla,6,1378,114,Sedan,2,2010-11-28 08:10:23,220048.53834772576,True,False,190129.12494518943,True,False,False,False,False,1,199051.93233273356,Monthly,2724.0691747682113,2665.6836102268867,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3070.4433114015615,0.0
93,7278,2015-03-19 23:59:10,False,South Africa,Close Corporation,Mrs,Afrikaans,FNB,Savings,Married,Female,South Africa,KwaZulu-Natal,2963,Zone A,Sub Zone 2,Vehicle,93397,Passenger,2000,Toyota,Corolla,4,1161,116,Hatchback,2,2004-08-09 04:53:58,414311.58602207876,False,True,159336.7292146053,True,False,False,True,False,1,81722.34178365556,Monthly,1724.7902790112366,3749.6430959627064,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,931.576420889898,20718.375883781304
94,9392,2014-04-28 20:51:28,True,South Africa,Sole Proprietor,Mrs,English,FNB,Savings,Divorced,Female,South Africa,KwaZulu-Natal,6153,Zone B,Sub Zone 2,Vehicle,35146,Passenger,2010,Volkswagen,Polo,6,1282,186,Sedan,4,2010-10-12 03:17:56,481373.847519989,False,True,38401.955304718904,False,False,False,False,False,1,177595.71103661665,Monthly,1858.224137600812,2850.8985099361416,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,930.1014566401491,22621.84787381265
